"Del","Vin","Pkg","Cst","Mil","Dom","Haz","Car"
3.4,9,5,6,376,"I","N","M-Press Delivery"
9,11,2,7,1770,"C","H","M-Press Delivery"
16.2,9,5,9,2282,"C","H","Fed Post"
9.5,18,3,15,1689,"C","N","M-Press Delivery"
6.9,14,2,10,1180,"C","H","M-Press Delivery"
5.6,8,2,9,1199,"I","N","M-Press Delivery"
13.4,9,5,10,1579,"C","H","Fed Post"
13.3,13,1,10,868,"I","N","Fed Post"
8.4,13,5,4,1224,"I","H","M-Press Delivery"
12,12,4,11,1565,"C","N","Fed Post"
11.1,11,3,13,1737,"C","N","M-Press Delivery"
9.9,12,3,14,1791,"C","N","M-Press Delivery"
11,11,1,2,1573,"C","H","Fed Post"
11.3,12,2,11,2109,"C","N","Fed Post"
6.6,23,4,9,1346,"I","N","M-Press Delivery"
10.2,8,2,11,1248,"I","N","Fed Post"
12.7,15,2,7,1886,"I","N","Fed Post"
10.1,14,3,6,1907,"C","N","M-Press Delivery"
11.6,13,9,12,1755,"I","N","Fed Post"
7.4,13,7,15,1404,"C","N","Fed Post"
10.6,13,2,18,1610,"C","H","M-Press Delivery"
10.6,13,4,5,2083,"C","H","M-Press Delivery"
8.8,5,3,13,1486,"C","N","M-Press Delivery"
8.5,17,5,7,1505,"C","H","M-Press Delivery"
8.5,15,3,7,1045,"I","N","Fed Post"
7.2,11,3,7,1045,"C","H","M-Press Delivery"
8.6,13,3,7,1478,"I","N","M-Press Delivery"
7.1,15,2,8,967,"C","N","Fed Post"
6.7,18,1,12,1508,"C","N","M-Press Delivery"
13.6,7,2,7,2102,"I","N","Fed Post"
10.4,14,3,9,1714,"C","N","Fed Post"
11.9,10,7,11,1414,"C","N","Fed Post"
6.5,8,4,8,910,"I","N","M-Press Delivery"
14.9,14,2,8,2025,"I","N","Fed Post"
6.6,12,3,14,1169,"C","N","M-Press Delivery"
6.7,14,2,9,1060,"C","N","Fed Post"
9.4,12,4,8,1541,"C","N","Fed Post"
10.3,11,5,12,1798,"C","N","M-Press Delivery"
12.4,9,4,8,1595,"C","H","Fed Post"
11.7,13,3,7,1579,"C","N","M-Press Delivery"
6.9,10,4,8,892,"I","N","M-Press Delivery"
6.2,13,2,9,1004,"I","N","Fed Post"
10.1,16,3,15,1884,"I","H","M-Press Delivery"
15.5,9,5,6,2290,"C","N","Fed Post"
13.1,8,5,7,1592,"C","N","Fed Post"
6,8,6,7,555,"C","N","Fed Post"
6,16,4,13,586,"C","H","M-Press Delivery"
12.3,18,4,10,2019,"C","H","M-Press Delivery"
12.4,12,3,9,2067,"I","N","Fed Post"
16.1,9,4,9,2462,"C","N","Fed Post"
11.1,10,1,8,1467,"I","H","M-Press Delivery"
10,11,7,6,1571,"C","N","M-Press Delivery"
11.6,5,5,14,1877,"C","N","M-Press Delivery"
8.2,8,3,7,1007,"I","H","M-Press Delivery"
7.8,14,2,11,1225,"C","N","Fed Post"
7.3,12,4,9,909,"I","N","Fed Post"
17.5,21,8,10,2282,"C","H","Fed Post"
9,7,7,8,1803,"C","N","M-Press Delivery"
7.2,10,3,4,1278,"C","N","M-Press Delivery"
10.2,9,4,10,1422,"C","N","Fed Post"
7.6,13,9,4,1088,"C","N","Fed Post"
6.1,9,3,9,707,"C","N","Fed Post"
9.4,13,5,6,2094,"C","N","M-Press Delivery"
16,14,2,9,2444,"I","N","Fed Post"
10.7,9,3,10,1786,"C","H","M-Press Delivery"
10.8,10,5,10,1702,"C","H","M-Press Delivery"
4.8,15,7,7,598,"C","N","M-Press Delivery"
8.3,11,4,9,1361,"C","N","M-Press Delivery"
10.5,15,5,6,905,"I","N","Fed Post"
7.1,16,2,8,1941,"C","N","M-Press Delivery"
7.8,12,7,5,671,"I","H","Fed Post"
13.2,14,2,7,1932,"C","N","Fed Post"
9.1,17,4,7,1366,"C","N","M-Press Delivery"
14.3,16,6,9,2654,"C","N","Fed Post"
14.2,14,2,5,2728,"C","N","M-Press Delivery"
8.6,11,1,8,1463,"I","N","M-Press Delivery"
13.5,14,3,8,1586,"I","N","Fed Post"
10.9,24,5,9,1260,"C","N","M-Press Delivery"
15.3,11,4,8,2174,"C","N","Fed Post"
8.9,13,6,16,1465,"C","N","Fed Post"
12,10,5,8,1982,"C","H","M-Press Delivery"
16,11,1,9,2392,"C","N","Fed Post"
12.4,11,2,7,1589,"I","N","Fed Post"
11.4,10,3,9,1908,"C","N","Fed Post"
9.2,19,11,11,2011,"C","N","M-Press Delivery"
7,8,3,10,1318,"I","N","M-Press Delivery"
8,11,4,9,654,"I","N","Fed Post"
11.2,16,5,6,2209,"C","H","M-Press Delivery"
9.2,18,3,6,1039,"C","H","Fed Post"
11.2,10,2,11,1769,"I","N","M-Press Delivery"
9,14,7,12,1199,"I","N","M-Press Delivery"
11.2,11,2,10,1032,"I","N","Fed Post"
9.7,15,5,12,2303,"C","N","M-Press Delivery"
10.9,11,5,6,1637,"C","H","Fed Post"
10.9,14,4,6,1444,"C","N","Fed Post"
10.2,16,3,7,1429,"C","H","M-Press Delivery"
7.2,12,4,7,1036,"C","N","Fed Post"
15.9,18,4,6,2256,"C","N","Fed Post"
12.3,17,3,10,1558,"C","H","Fed Post"
8.2,5,3,10,1491,"C","H","M-Press Delivery"
10.2,9,5,8,1331,"C","N","Fed Post"
11.1,11,2,11,1773,"C","N","Fed Post"
16,12,3,10,2431,"C","N","Fed Post"
10.1,11,4,9,1582,"C","N","M-Press Delivery"
14.1,11,1,9,2076,"I","N","Fed Post"
7.7,14,1,8,874,"C","N","M-Press Delivery"
11.6,17,8,7,1707,"C","N","Fed Post"
8.9,17,2,7,663,"I","H","Fed Post"
12.4,10,5,11,2464,"C","N","M-Press Delivery"
10.8,13,3,11,1070,"I","N","Fed Post"
11.4,16,4,9,1835,"I","H","M-Press Delivery"
10.4,14,7,9,1120,"C","N","Fed Post"
13.6,12,5,10,2043,"I","N","Fed Post"
13.2,13,5,8,2146,"C","N","Fed Post"
10.3,13,3,8,1315,"C","N","Fed Post"
3.8,14,4,7,850,"C","N","M-Press Delivery"
11.3,13,2,4,1584,"C","N","Fed Post"
10.5,10,7,6,1470,"C","N","Fed Post"
4.5,9,5,12,1137,"I","N","M-Press Delivery"
10.3,12,3,11,1186,"C","N","Fed Post"
5.6,13,2,7,1099,"C","N","Fed Post"
15.9,10,3,5,2584,"I","N","M-Press Delivery"
10,9,2,5,1742,"C","N","M-Press Delivery"
8.8,20,3,13,1166,"C","N","Fed Post"
11.5,11,2,13,1947,"C","H","M-Press Delivery"
15.2,10,3,10,1964,"C","N","Fed Post"
12.5,23,6,6,2323,"I","H","M-Press Delivery"
17.4,17,2,7,2537,"C","N","Fed Post"
10.7,22,3,9,1683,"I","N","M-Press Delivery"
12.9,17,4,10,2339,"C","N","Fed Post"
9.9,7,2,9,2173,"C","N","M-Press Delivery"
10.3,14,3,10,1962,"C","H","Fed Post"
8.3,14,2,10,946,"C","N","Fed Post"
9.8,13,1,10,1676,"I","N","M-Press Delivery"
15.6,19,4,5,1669,"I","N","Fed Post"
12.9,10,2,5,1947,"I","N","M-Press Delivery"
10.1,7,4,10,1561,"C","H","M-Press Delivery"
10.2,15,1,8,787,"C","H","Fed Post"
6.5,10,2,3,708,"C","N","Fed Post"
12.6,10,1,6,2116,"I","N","M-Press Delivery"
18.9,11,3,7,2655,"C","N","Fed Post"
10.9,13,5,12,1400,"C","H","Fed Post"
15.7,19,3,6,2143,"C","H","Fed Post"
12.6,15,5,6,2096,"C","N","M-Press Delivery"
10.9,15,4,7,1765,"I","N","Fed Post"
9.3,16,4,8,1395,"C","N","M-Press Delivery"
12.4,8,8,11,2303,"C","N","M-Press Delivery"
6.5,11,1,12,1122,"C","N","M-Press Delivery"
11.9,7,4,5,2000,"I","N","M-Press Delivery"
12,20,6,11,1843,"C","N","Fed Post"
8.8,9,1,11,1350,"C","N","Fed Post"
5.5,13,6,12,718,"C","N","M-Press Delivery"
14.8,11,2,13,2240,"C","N","Fed Post"
6.1,13,1,7,1287,"C","N","M-Press Delivery"
9.8,15,6,8,1675,"I","N","M-Press Delivery"
9.2,14,6,4,1218,"I","H","Fed Post"
11.4,10,4,4,2115,"I","N","M-Press Delivery"
13,15,4,14,2359,"C","N","M-Press Delivery"
4,22,4,7,1470,"C","N","M-Press Delivery"
13,18,3,8,2171,"I","N","Fed Post"
5.3,12,1,7,373,"I","N","M-Press Delivery"
6.8,13,2,9,1023,"C","N","Fed Post"
7.1,18,5,7,1313,"C","N","Fed Post"
8.7,10,4,9,1227,"C","N","Fed Post"
15.6,18,4,6,2106,"C","N","Fed Post"
9.9,18,1,8,1217,"C","N","Fed Post"
11.1,9,3,6,1777,"C","H","M-Press Delivery"
10.2,12,6,9,1347,"C","N","Fed Post"
10,14,4,6,1860,"C","N","M-Press Delivery"
16.6,10,4,10,2823,"I","H","M-Press Delivery"
11,14,2,7,2241,"C","N","M-Press Delivery"
8.6,14,4,8,1549,"C","N","M-Press Delivery"
8.6,8,6,9,1057,"I","N","M-Press Delivery"
11.6,14,2,7,1436,"C","N","Fed Post"
10.6,17,4,6,1495,"I","N","M-Press Delivery"
8.1,12,1,9,1607,"C","H","M-Press Delivery"
8.2,10,3,4,1209,"I","H","M-Press Delivery"
16.1,9,3,6,2353,"I","N","M-Press Delivery"
9.6,14,1,10,1924,"I","N","M-Press Delivery"
9.8,22,2,10,1531,"C","N","M-Press Delivery"
10.2,18,2,6,1346,"C","N","M-Press Delivery"
4.8,9,6,6,118,"C","N","Fed Post"
6.8,7,4,9,956,"C","N","M-Press Delivery"
13.1,11,6,7,1942,"C","N","Fed Post"
8.8,14,5,15,1490,"C","N","Fed Post"
3.9,10,4,8,339,"I","N","M-Press Delivery"
11.8,14,5,5,2160,"C","H","M-Press Delivery"
14.1,17,5,11,1969,"C","H","Fed Post"
11.4,11,6,9,1854,"C","N","M-Press Delivery"
16,12,2,7,2368,"C","N","M-Press Delivery"
9.8,10,5,5,1407,"I","N","M-Press Delivery"
10.6,15,4,7,1872,"C","N","M-Press Delivery"
7.1,11,2,8,809,"C","N","M-Press Delivery"
9.5,8,2,8,1553,"C","N","M-Press Delivery"
8.1,18,3,10,1301,"I","N","M-Press Delivery"
8.8,15,3,10,1403,"C","N","Fed Post"
12,16,4,7,1930,"C","N","M-Press Delivery"
9.4,14,3,11,881,"C","H","Fed Post"
12.2,15,4,7,2269,"C","N","M-Press Delivery"
5.7,14,11,8,755,"I","N","M-Press Delivery"
11.3,5,8,10,1614,"I","N","Fed Post"
10.7,13,1,12,1437,"C","N","Fed Post"
9.4,10,4,8,1165,"I","N","Fed Post"
13.9,20,4,4,2163,"C","H","Fed Post"
12.3,6,5,8,2045,"I","N","M-Press Delivery"
8.6,10,2,7,1527,"I","N","M-Press Delivery"
8,16,6,9,1448,"I","N","M-Press Delivery"
11.1,12,6,5,1902,"C","N","M-Press Delivery"
16.3,14,8,10,3032,"C","N","M-Press Delivery"
15.3,6,4,7,2714,"C","N","M-Press Delivery"
9.8,13,3,11,914,"C","H","Fed Post"
10.6,9,2,6,1533,"I","N","Fed Post"
8.5,11,2,11,1538,"C","N","M-Press Delivery"
10.4,17,8,10,1511,"C","N","M-Press Delivery"
12.1,16,4,12,1214,"C","H","Fed Post"
11.6,11,3,6,1777,"I","N","M-Press Delivery"
11.7,10,3,12,1942,"C","N","M-Press Delivery"
6.7,11,5,9,1131,"I","N","M-Press Delivery"
9.5,12,2,13,1381,"I","N","M-Press Delivery"
12.1,9,4,7,1815,"C","N","Fed Post"
15.1,10,2,5,2297,"C","N","Fed Post"
6.3,17,2,6,893,"C","H","M-Press Delivery"
7,14,5,8,751,"C","N","Fed Post"
15.3,16,3,3,1879,"C","H","Fed Post"
8.8,13,4,5,823,"C","N","Fed Post"
11.9,10,5,14,1798,"C","N","Fed Post"
7.7,10,3,10,1380,"C","H","M-Press Delivery"
18.5,7,2,9,2754,"C","N","Fed Post"
12.1,17,6,10,2065,"I","N","M-Press Delivery"
12.7,11,3,10,2064,"C","N","M-Press Delivery"
12.7,14,8,7,2149,"C","H","M-Press Delivery"
9.7,13,3,7,1634,"C","N","M-Press Delivery"
10.4,13,4,12,1736,"I","N","Fed Post"
11.7,13,8,6,2084,"C","N","M-Press Delivery"
10.4,15,6,4,1421,"C","N","Fed Post"
8.9,14,4,12,1693,"I","N","M-Press Delivery"
9,7,4,9,1831,"C","N","M-Press Delivery"
11.7,12,5,7,2014,"C","N","M-Press Delivery"
9,12,4,6,1366,"C","N","M-Press Delivery"
8.2,9,6,7,1309,"C","N","Fed Post"
15.1,10,1,8,2135,"I","N","Fed Post"
5.6,12,4,11,1180,"I","N","M-Press Delivery"
7.5,19,4,8,1006,"C","H","Fed Post"
11.6,17,4,11,1844,"C","N","M-Press Delivery"
9.6,17,2,8,1862,"C","N","M-Press Delivery"
15.9,11,7,14,2216,"C","H","Fed Post"
10.7,9,5,6,1504,"C","N","Fed Post"
14.9,9,2,13,2604,"I","N","M-Press Delivery"
4.4,13,5,17,815,"I","N","M-Press Delivery"
13.7,14,5,12,2430,"C","N","Fed Post"
13.1,17,4,10,1721,"C","H","Fed Post"
9.6,16,1,10,1323,"I","N","M-Press Delivery"
5.3,9,1,8,945,"C","N","M-Press Delivery"
14.1,12,4,13,2080,"C","N","Fed Post"
7.9,11,1,11,981,"C","N","M-Press Delivery"
6.6,10,3,12,1219,"I","N","M-Press Delivery"
12.5,19,2,10,2103,"C","N","Fed Post"
11.2,11,2,14,2169,"C","N","M-Press Delivery"
6,13,5,12,1514,"C","N","M-Press Delivery"
14,15,3,13,2282,"I","N","M-Press Delivery"
7.9,13,3,9,1166,"C","N","M-Press Delivery"
10.8,11,7,17,1837,"I","N","M-Press Delivery"
8.4,16,4,7,1246,"I","N","M-Press Delivery"
11.7,17,4,10,1757,"C","N","Fed Post"
7.7,14,2,8,1595,"C","N","M-Press Delivery"
14.2,12,2,10,2160,"C","N","Fed Post"
8.2,10,4,7,1476,"I","H","M-Press Delivery"
7.6,17,7,5,1322,"C","N","M-Press Delivery"
11.7,13,4,7,1961,"C","N","Fed Post"
10.6,12,5,15,1611,"I","N","M-Press Delivery"
14.5,12,6,7,2390,"C","N","Fed Post"
8.1,12,2,10,1537,"C","N","M-Press Delivery"
15.8,13,4,7,1856,"C","H","Fed Post"
5.1,15,4,10,708,"C","N","M-Press Delivery"
4.3,13,3,10,769,"I","N","Fed Post"
8.1,21,2,13,1537,"C","N","M-Press Delivery"
12.6,14,5,9,1952,"I","N","Fed Post"
6.7,6,7,7,1089,"C","N","M-Press Delivery"
9.3,8,4,4,1208,"C","N","Fed Post"
4.3,11,2,5,568,"C","N","M-Press Delivery"
16.6,14,2,9,2567,"I","N","Fed Post"
15.8,10,1,5,2100,"C","N","Fed Post"
6.6,24,6,8,1691,"I","N","Fed Post"
9.6,7,5,13,1467,"I","N","M-Press Delivery"
7.4,6,2,5,907,"C","N","Fed Post"
13.7,4,2,11,2058,"C","H","Fed Post"
10.9,18,6,6,1679,"C","N","Fed Post"
10.4,20,4,10,2285,"C","N","M-Press Delivery"
6.9,12,1,10,1545,"I","N","M-Press Delivery"
12.6,13,5,13,1949,"C","N","Fed Post"
17.5,16,1,9,2506,"C","H","M-Press Delivery"
5.9,11,3,17,535,"C","N","Fed Post"
13,14,3,9,1705,"I","H","M-Press Delivery"
8.6,13,2,7,1252,"C","N","M-Press Delivery"
16.4,14,1,4,2047,"I","H","Fed Post"
10.5,9,7,12,1616,"I","N","M-Press Delivery"
17.9,18,5,11,2923,"C","N","Fed Post"
11.7,14,5,11,1853,"C","N","Fed Post"
3,19,8,6,658,"C","N","M-Press Delivery"
10.6,13,7,1,1551,"I","H","Fed Post"
10.7,10,4,11,1737,"C","N","Fed Post"
13.3,17,6,9,1980,"C","N","M-Press Delivery"
8.8,14,7,5,863,"C","N","Fed Post"
5.8,10,4,9,862,"C","N","M-Press Delivery"
10.6,12,6,11,2117,"C","N","M-Press Delivery"
18.7,11,3,11,2725,"I","N","M-Press Delivery"
8.3,12,7,13,1289,"C","H","M-Press Delivery"
7.5,10,2,6,1209,"C","N","M-Press Delivery"
8.1,8,5,14,1674,"C","H","M-Press Delivery"
13.4,18,1,11,2165,"C","N","Fed Post"
13.4,17,4,11,2007,"C","N","Fed Post"
10.3,13,4,7,1023,"C","N","Fed Post"
11.6,12,6,10,1768,"I","N","Fed Post"
12.3,16,2,1,1657,"I","H","M-Press Delivery"
9.5,11,4,9,1731,"C","H","Fed Post"
11.4,11,4,6,1788,"C","N","Fed Post"
10.7,7,2,7,1563,"I","H","Fed Post"
9.6,18,4,7,900,"C","N","Fed Post"
10.4,11,2,8,1355,"C","N","Fed Post"
6.7,14,8,8,1290,"C","N","M-Press Delivery"
16.2,14,3,6,2705,"C","N","M-Press Delivery"
11.8,20,2,9,1651,"C","N","M-Press Delivery"
9.4,13,2,8,1375,"I","N","Fed Post"
8.7,11,5,9,973,"C","H","Fed Post"
9.6,8,2,9,1876,"C","N","M-Press Delivery"
7.4,18,2,12,1017,"I","H","M-Press Delivery"
11.6,16,2,13,1325,"C","N","Fed Post"
15.9,13,4,8,2079,"I","N","Fed Post"
10.5,12,5,9,1488,"C","N","M-Press Delivery"
5.7,13,4,10,740,"C","H","Fed Post"
12,13,3,9,2204,"I","H","Fed Post"
9.1,6,2,13,1267,"C","N","Fed Post"
7.4,9,4,11,1106,"C","N","M-Press Delivery"
9.1,13,3,11,1635,"C","H","M-Press Delivery"
9.4,16,7,6,2362,"C","N","M-Press Delivery"
6.6,8,3,9,778,"C","N","Fed Post"
13,16,6,10,1674,"I","N","M-Press Delivery"
10.6,2,1,6,1467,"I","N","Fed Post"
10.9,12,8,7,2020,"C","N","M-Press Delivery"
5.9,12,3,8,1224,"I","N","M-Press Delivery"
10.2,25,6,3,1975,"I","H","M-Press Delivery"
7.4,13,2,13,838,"C","N","Fed Post"
13.6,19,2,12,1875,"C","N","Fed Post"
6.8,15,4,6,1242,"I","N","Fed Post"
13.2,23,1,10,1793,"I","N","M-Press Delivery"
9,15,9,9,1571,"C","H","M-Press Delivery"
18.1,16,2,11,2608,"C","N","Fed Post"
5.8,13,4,16,1442,"I","H","M-Press Delivery"
5,11,4,9,914,"C","H","M-Press Delivery"
11.5,12,4,8,1818,"C","N","Fed Post"
14.2,13,2,11,2336,"C","N","M-Press Delivery"
8.8,9,4,9,1020,"C","N","Fed Post"
12.4,12,5,11,1700,"C","N","Fed Post"
17.7,16,2,8,2317,"C","N","Fed Post"
11.5,12,4,5,1739,"C","N","Fed Post"
13.2,17,5,8,1655,"C","N","Fed Post"
5.5,10,5,4,473,"C","N","Fed Post"
10.1,23,3,6,1695,"C","N","Fed Post"
6.4,11,2,8,645,"I","N","M-Press Delivery"
16.2,12,7,7,2198,"C","N","Fed Post"
11,16,1,7,1566,"C","N","M-Press Delivery"
11.8,10,7,9,1800,"C","N","Fed Post"
8.3,17,3,10,1152,"C","N","Fed Post"
12.5,11,5,7,1905,"C","N","M-Press Delivery"
12.8,13,5,5,1775,"C","N","Fed Post"
11.1,13,7,9,1350,"I","N","Fed Post"
8.9,13,3,8,1207,"C","N","Fed Post"
15.7,11,4,8,1960,"I","H","Fed Post"
13.3,15,4,7,2287,"I","N","Fed Post"
13.8,17,4,12,1934,"C","N","Fed Post"
9.2,20,6,5,1817,"C","H","M-Press Delivery"
7.8,9,3,5,1481,"C","H","Fed Post"
7.3,14,3,3,1484,"C","N","M-Press Delivery"
12,12,8,5,1854,"C","N","Fed Post"
10.8,17,5,10,1570,"I","H","M-Press Delivery"
8.2,11,2,10,1413,"C","N","Fed Post"
7.1,12,5,8,1463,"C","N","M-Press Delivery"
13.1,11,11,7,2062,"C","N","M-Press Delivery"
13.2,12,2,7,1997,"C","N","Fed Post"
13.9,18,4,7,2105,"I","H","M-Press Delivery"
11,12,7,5,1917,"C","H","M-Press Delivery"
7.4,9,6,6,1099,"C","N","Fed Post"
9.3,13,4,11,1474,"C","N","M-Press Delivery"
11,11,10,5,1394,"I","N","Fed Post"
15.7,19,4,6,2448,"C","N","Fed Post"
8.8,10,6,7,1405,"I","N","M-Press Delivery"
10.6,7,2,8,1736,"I","N","Fed Post"
14.9,11,4,5,1931,"C","H","Fed Post"
16.5,14,5,7,2395,"C","H","M-Press Delivery"
6,15,2,5,1076,"I","H","M-Press Delivery"
13.3,11,6,6,2117,"C","N","Fed Post"
11.3,18,2,9,1297,"C","H","M-Press Delivery"
14.8,8,1,8,2175,"I","N","Fed Post"
9.2,18,2,8,853,"C","N","Fed Post"
6,18,6,13,996,"C","N","Fed Post"
12.8,12,5,8,1221,"C","N","Fed Post"
10.9,15,9,11,2406,"C","N","M-Press Delivery"
15.4,13,6,9,2236,"C","N","Fed Post"
11.3,11,7,7,1876,"C","H","M-Press Delivery"
10.1,19,3,8,1861,"C","N","M-Press Delivery"
8.4,14,2,11,1772,"C","N","M-Press Delivery"
5.4,14,7,7,1055,"C","N","M-Press Delivery"
11.4,16,5,6,1610,"C","H","M-Press Delivery"
8.2,8,4,9,1452,"C","N","M-Press Delivery"
8.2,13,1,8,1503,"C","N","M-Press Delivery"
15.7,8,2,6,2237,"C","H","Fed Post"
12.9,21,6,12,2472,"C","N","M-Press Delivery"
13.2,16,2,8,2270,"I","H","Fed Post"
11.7,11,9,6,1858,"I","N","M-Press Delivery"
6.2,8,6,12,1329,"C","N","M-Press Delivery"
7.6,18,3,7,1251,"C","H","Fed Post"
9.5,11,1,8,1328,"C","H","Fed Post"
7,9,2,7,1541,"C","N","M-Press Delivery"
9.7,14,2,8,1306,"I","H","M-Press Delivery"
8.8,9,3,7,1200,"C","N","M-Press Delivery"
4.4,9,2,8,1061,"C","N","M-Press Delivery"
8,12,4,10,1382,"C","N","M-Press Delivery"
14.5,12,2,11,1878,"I","H","Fed Post"
7.5,18,9,11,1686,"I","N","M-Press Delivery"
9.8,21,3,12,1781,"C","N","M-Press Delivery"
10,10,2,15,1546,"I","N","M-Press Delivery"
8.6,16,7,12,1375,"I","H","M-Press Delivery"
10.9,14,3,12,1523,"C","N","Fed Post"
12.8,10,2,10,2225,"C","N","M-Press Delivery"
7.1,20,3,11,1206,"C","N","M-Press Delivery"
9,7,4,9,1426,"I","N","M-Press Delivery"
13.6,14,2,9,2359,"I","H","M-Press Delivery"
13.3,16,8,10,1508,"C","N","Fed Post"
14.5,12,3,5,2293,"I","H","M-Press Delivery"
10,16,6,10,1523,"I","N","Fed Post"
12.1,9,6,8,2185,"C","N","Fed Post"
14.2,10,4,8,1990,"I","N","Fed Post"
12.9,11,2,4,1765,"C","N","Fed Post"
12.8,14,1,5,2075,"C","N","Fed Post"
6.5,14,6,5,1212,"I","N","M-Press Delivery"
11.5,12,5,10,1311,"C","H","Fed Post"
5.1,18,5,9,592,"I","H","M-Press Delivery"
6.8,12,4,7,1104,"I","N","M-Press Delivery"
9.6,11,1,9,1604,"C","N","M-Press Delivery"
12.1,14,1,4,1220,"C","H","Fed Post"
9.3,14,6,11,1422,"C","N","M-Press Delivery"
9.2,14,1,8,1426,"I","N","M-Press Delivery"
10.5,19,4,7,2239,"C","N","M-Press Delivery"
11.4,12,4,10,1890,"C","H","M-Press Delivery"
13.2,14,3,12,2846,"C","N","M-Press Delivery"
7.5,11,4,10,1630,"I","H","M-Press Delivery"
12.2,11,7,8,1778,"C","H","Fed Post"
12.9,10,1,8,2361,"C","N","M-Press Delivery"
17.3,18,2,11,2002,"C","N","Fed Post"
1.1,8,5,8,-9,"I","H","M-Press Delivery"
13.6,18,3,7,2063,"C","N","Fed Post"
14.3,14,7,6,2109,"I","H","M-Press Delivery"
12.3,11,3,12,1917,"I","N","M-Press Delivery"
14.7,3,4,7,2155,"C","N","Fed Post"
10.8,13,1,9,1465,"I","N","Fed Post"
10.2,18,3,6,1927,"C","N","M-Press Delivery"
13.7,16,1,8,1449,"C","N","Fed Post"
9.9,14,4,9,1751,"C","N","M-Press Delivery"
11.4,8,2,12,2252,"C","H","M-Press Delivery"
11.4,15,5,1,1836,"C","N","M-Press Delivery"
9.5,15,4,12,1394,"I","H","M-Press Delivery"
9.7,15,3,11,1594,"C","N","M-Press Delivery"
10,13,5,10,1433,"C","N","Fed Post"
10.5,8,2,13,1861,"C","N","M-Press Delivery"
7.7,15,4,8,1277,"C","N","M-Press Delivery"
8.7,12,2,10,1443,"C","H","M-Press Delivery"
8.2,7,5,5,1361,"C","N","M-Press Delivery"
5.5,6,3,7,874,"C","N","M-Press Delivery"
7.8,12,5,4,811,"C","N","Fed Post"
10,10,6,9,1448,"C","H","M-Press Delivery"
12.8,15,5,6,1874,"I","N","M-Press Delivery"
18,14,7,11,2648,"C","N","Fed Post"
8.3,21,6,6,1469,"C","N","Fed Post"
13.2,11,3,7,2173,"I","N","M-Press Delivery"
9,8,2,8,1192,"C","N","Fed Post"
6.7,18,5,6,1500,"C","N","M-Press Delivery"
5.3,10,3,7,461,"C","N","M-Press Delivery"
12.3,11,4,10,2417,"C","N","M-Press Delivery"
10.8,21,1,9,1389,"C","N","Fed Post"
11,13,4,8,1885,"C","H","M-Press Delivery"
9,9,8,5,1621,"C","N","M-Press Delivery"
7.1,13,1,10,813,"C","N","Fed Post"
10.6,14,1,9,1362,"C","N","Fed Post"
7.4,13,7,10,1518,"C","N","M-Press Delivery"
6.2,15,2,9,1266,"C","H","M-Press Delivery"
4.6,14,6,5,966,"C","N","M-Press Delivery"
8.7,16,2,9,1343,"C","N","M-Press Delivery"
11.8,16,5,10,1706,"C","H","M-Press Delivery"
10.4,10,1,14,1565,"C","H","M-Press Delivery"
14.4,25,8,8,2097,"C","H","Fed Post"
9.8,15,1,11,1664,"C","H","M-Press Delivery"
3.1,18,2,11,357,"I","N","M-Press Delivery"
9.9,13,1,9,1529,"I","N","M-Press Delivery"
14.2,22,3,10,2678,"I","N","Fed Post"
8.1,17,4,11,1045,"C","N","Fed Post"
15.8,13,1,8,2660,"C","H","Fed Post"
8.8,10,1,2,1387,"I","N","M-Press Delivery"
14.2,12,4,7,2037,"I","N","Fed Post"
7,11,4,6,1365,"C","N","M-Press Delivery"
14,12,5,7,2030,"I","N","Fed Post"
8.5,12,5,8,1500,"C","N","M-Press Delivery"
9,7,2,14,1710,"C","N","M-Press Delivery"
7.9,6,5,8,784,"I","N","Fed Post"
12.8,12,1,7,2386,"C","N","M-Press Delivery"
8.3,11,6,10,1465,"I","H","M-Press Delivery"
13,10,5,14,2002,"C","N","M-Press Delivery"
12.6,12,1,8,2267,"C","N","M-Press Delivery"
9.1,15,4,2,1536,"I","H","M-Press Delivery"
8,12,7,8,1313,"C","N","M-Press Delivery"
11.7,14,2,5,1415,"I","H","Fed Post"
5.6,15,7,8,1386,"C","N","M-Press Delivery"
10.1,7,1,15,1592,"C","H","M-Press Delivery"
13.5,8,1,9,1913,"I","H","Fed Post"
12.9,20,2,11,1901,"I","N","M-Press Delivery"
13.5,15,1,4,2063,"C","N","Fed Post"
14.1,12,4,7,2177,"C","H","Fed Post"
1.8,13,3,11,775,"C","N","M-Press Delivery"
6.7,12,3,5,1353,"C","H","M-Press Delivery"
12.2,13,5,11,1751,"C","N","Fed Post"
11.1,9,3,7,1950,"C","N","M-Press Delivery"
6.3,12,4,11,1515,"C","N","M-Press Delivery"
17,6,3,8,2447,"C","N","Fed Post"
13.3,11,4,14,1684,"I","N","Fed Post"
14.4,15,2,13,2405,"I","N","Fed Post"
9.6,7,3,11,1212,"I","N","Fed Post"
9.7,16,4,9,1691,"C","H","Fed Post"
13.3,4,4,10,1878,"I","H","Fed Post"
13.4,12,7,12,2046,"I","N","M-Press Delivery"
13.5,12,6,13,1744,"I","H","Fed Post"
9.3,15,4,11,1796,"I","N","M-Press Delivery"
10.2,10,4,11,1371,"C","N","Fed Post"
