"Del","Vin","Pkg","Cst","Mil","Dom","Haz","Car"
6.6,7,5,8,1192,"I","N","M-Press Delivery"
9.4,11,6,6,1363,"C","N","Fed Post"
6.1,4,4,8,1709,"C","N","M-Press Delivery"
7.7,9,7,10,1745,"C","H","Fed Post"
5.5,20,5,11,2184,"C","N","Fed Post"
6.6,9,7,17,1096,"I","N","Fed Post"
7.7,15,4,17,1558,"C","H","Fed Post"
9.6,11,6,7,1455,"C","N","Fed Post"
4.6,19,1,8,1628,"I","N","M-Press Delivery"
8.5,10,4,5,1820,"I","H","Fed Post"
7.1,14,3,16,2606,"C","N","Fed Post"
9.9,11,4,4,1770,"C","H","M-Press Delivery"
8.8,8,6,9,1842,"C","N","Fed Post"
8.5,15,10,8,1836,"C","N","M-Press Delivery"
8.5,13,3,8,1108,"C","N","Fed Post"
5.4,12,2,10,1050,"I","N","Fed Post"
6.5,8,4,11,1509,"C","H","Fed Post"
8,11,3,5,2732,"I","N","Fed Post"
6.9,13,2,8,1225,"C","N","M-Press Delivery"
9.8,17,4,3,1800,"C","N","M-Press Delivery"
4.9,12,4,15,2006,"I","N","Fed Post"
5.3,12,7,15,959,"I","N","M-Press Delivery"
5.6,8,3,10,1497,"C","N","Fed Post"
7.2,18,1,8,1696,"C","N","Fed Post"
6.1,14,3,11,1387,"C","N","M-Press Delivery"
9.5,17,4,3,1975,"C","N","M-Press Delivery"
7.2,13,5,11,1732,"C","N","Fed Post"
12,9,8,5,1525,"C","N","Fed Post"
8.2,15,4,8,1644,"C","N","M-Press Delivery"
10.5,15,8,8,1168,"C","N","Fed Post"
10.7,7,5,10,1998,"I","N","Fed Post"
7.4,23,8,13,1519,"C","N","Fed Post"
5.4,13,3,9,2399,"C","N","M-Press Delivery"
6.7,10,2,16,1575,"C","H","Fed Post"
9.6,9,8,8,1494,"C","N","Fed Post"
8.8,14,4,8,2018,"C","N","Fed Post"
10.3,13,7,7,1358,"C","H","M-Press Delivery"
8.5,11,5,8,1492,"C","N","M-Press Delivery"
9.3,15,1,3,2571,"C","N","Fed Post"
10.5,11,4,7,1905,"C","N","Fed Post"
6.6,6,6,13,1152,"C","N","M-Press Delivery"
6.5,9,3,20,2056,"C","H","Fed Post"
8.1,12,3,6,2239,"C","N","M-Press Delivery"
7.1,15,1,7,1499,"C","H","M-Press Delivery"
8.1,11,4,8,1417,"C","N","M-Press Delivery"
6.4,9,3,11,1893,"C","N","M-Press Delivery"
8.4,11,6,7,2572,"I","N","Fed Post"
8.8,11,3,4,1918,"C","N","Fed Post"
7.9,11,3,9,2063,"I","N","Fed Post"
9.2,11,1,3,2118,"I","N","M-Press Delivery"
6.5,9,3,7,1613,"C","H","Fed Post"
8.2,9,3,9,2413,"C","N","M-Press Delivery"
5,22,2,12,1985,"C","N","M-Press Delivery"
7.9,12,3,10,2362,"C","H","M-Press Delivery"
5.9,20,3,9,1282,"C","N","M-Press Delivery"
5.7,13,5,13,960,"I","N","Fed Post"
8.8,25,5,10,1844,"C","H","Fed Post"
6.4,14,3,10,1112,"C","N","Fed Post"
6.7,8,4,13,1660,"C","H","Fed Post"
7.8,14,5,9,1282,"C","N","Fed Post"
6.3,8,2,11,1812,"C","N","M-Press Delivery"
8.3,15,5,7,1631,"C","N","Fed Post"
7.2,21,4,14,1493,"C","N","M-Press Delivery"
5.8,17,5,13,741,"I","N","Fed Post"
6.2,12,6,14,2936,"C","H","Fed Post"
8,15,6,8,2014,"I","H","Fed Post"
9.6,8,6,7,1792,"C","N","Fed Post"
5.4,9,0,9,1638,"I","N","M-Press Delivery"
8.6,11,5,9,2195,"C","N","M-Press Delivery"
6.9,12,2,9,1387,"C","N","M-Press Delivery"
10.2,23,5,8,1747,"C","H","M-Press Delivery"
6,8,3,9,2177,"C","N","Fed Post"
8.2,15,2,8,1243,"I","H","M-Press Delivery"
8.8,17,7,11,1564,"C","N","M-Press Delivery"
9.7,20,4,6,2207,"I","N","Fed Post"
8.7,10,5,7,1935,"C","H","M-Press Delivery"
9.2,19,6,6,1787,"C","H","Fed Post"
7.4,11,6,8,1878,"C","H","M-Press Delivery"
9.3,15,4,6,2069,"C","H","M-Press Delivery"
6.9,13,2,7,1007,"C","N","Fed Post"
9.1,9,5,5,1941,"I","N","M-Press Delivery"
9.1,13,5,5,2065,"C","N","M-Press Delivery"
9.7,12,9,5,1989,"C","N","Fed Post"
7,16,3,14,1341,"C","N","M-Press Delivery"
6.3,19,4,10,1567,"C","N","M-Press Delivery"
8.4,13,3,7,1674,"C","N","Fed Post"
8.7,17,5,8,1518,"I","N","Fed Post"
6.4,12,4,14,1221,"C","N","M-Press Delivery"
6.1,12,7,12,1582,"C","N","Fed Post"
5.7,5,2,9,2358,"C","H","M-Press Delivery"
8.3,12,6,12,1846,"I","N","Fed Post"
6.4,17,2,12,1994,"I","N","Fed Post"
9.1,9,6,3,1553,"C","N","M-Press Delivery"
7.3,13,2,6,2057,"I","N","Fed Post"
7,16,1,6,1487,"C","N","M-Press Delivery"
7.3,10,3,7,1666,"C","N","Fed Post"
10.5,11,7,6,1567,"I","H","M-Press Delivery"
7,12,4,9,1907,"C","N","Fed Post"
6.4,8,1,7,1799,"C","H","Fed Post"
8.1,18,5,12,1852,"I","N","Fed Post"
5.8,15,5,13,1681,"C","H","M-Press Delivery"
7.3,9,5,9,1196,"C","N","Fed Post"
11.1,11,6,11,1161,"C","N","Fed Post"
5.7,15,3,10,1742,"C","H","Fed Post"
7.5,14,8,8,397,"C","H","M-Press Delivery"
7.3,9,4,7,1351,"I","N","Fed Post"
10.2,14,7,7,1682,"C","N","M-Press Delivery"
7.8,9,5,10,1411,"C","N","M-Press Delivery"
9.9,15,4,3,1743,"C","N","Fed Post"
8.3,8,2,5,1106,"C","H","M-Press Delivery"
6.3,14,3,11,1583,"C","N","Fed Post"
10.8,19,8,5,1378,"C","N","Fed Post"
7.2,13,4,8,1505,"C","N","M-Press Delivery"
2.8,18,2,12,1899,"C","N","M-Press Delivery"
7,16,2,9,1573,"C","N","M-Press Delivery"
4.8,18,3,14,2236,"C","N","Fed Post"
7.7,15,4,8,1251,"C","H","Fed Post"
9,12,4,5,2239,"I","H","Fed Post"
7.1,15,2,7,1378,"I","N","M-Press Delivery"
4,13,5,14,2145,"C","N","Fed Post"
9.3,8,7,10,2016,"C","N","Fed Post"
6.9,19,3,10,1818,"C","N","M-Press Delivery"
8.3,10,2,7,1611,"C","H","M-Press Delivery"
7.8,10,6,10,1967,"C","N","Fed Post"
6.9,14,3,11,1887,"C","N","Fed Post"
6.9,13,1,7,1506,"C","N","M-Press Delivery"
9.7,9,3,12,1641,"C","N","M-Press Delivery"
6.9,17,4,11,1712,"I","N","Fed Post"
6.9,16,2,8,1664,"C","N","Fed Post"
7.4,19,4,6,1380,"C","H","Fed Post"
7.7,16,1,6,1604,"C","N","Fed Post"
6.8,10,2,8,1328,"C","H","M-Press Delivery"
6.8,21,6,10,2202,"I","N","M-Press Delivery"
10,12,6,10,1853,"C","N","Fed Post"
10,13,10,7,2416,"C","N","Fed Post"
6.3,13,4,12,1636,"I","H","M-Press Delivery"
5.7,8,3,11,2362,"C","N","M-Press Delivery"
5.4,14,3,12,2243,"C","N","Fed Post"
10.8,20,6,8,2286,"C","N","M-Press Delivery"
8.3,17,3,5,894,"C","N","Fed Post"
11.2,13,9,9,1435,"I","N","M-Press Delivery"
7.9,13,8,9,1401,"C","N","M-Press Delivery"
6.4,12,6,12,1490,"C","H","Fed Post"
9.4,19,6,8,1899,"C","N","Fed Post"
6.2,10,2,9,1083,"I","H","M-Press Delivery"
7.5,9,2,12,1962,"I","N","Fed Post"
8.1,17,3,11,2843,"C","H","M-Press Delivery"
9.4,21,5,5,2654,"C","N","Fed Post"
8.2,17,6,7,1495,"I","N","M-Press Delivery"
7.9,13,7,7,2699,"C","N","M-Press Delivery"
8.1,8,5,4,1871,"I","N","Fed Post"
6.9,5,2,7,1999,"I","N","M-Press Delivery"
6.5,14,0,11,1870,"I","N","Fed Post"
5.2,17,3,10,1865,"C","H","M-Press Delivery"
6.9,10,3,10,2509,"I","N","Fed Post"
7.1,15,4,7,1852,"C","N","M-Press Delivery"
4.8,6,2,10,1211,"C","N","Fed Post"
6,8,9,13,377,"C","N","M-Press Delivery"
8.8,11,1,5,2577,"C","N","Fed Post"
8.5,10,4,5,1363,"C","N","M-Press Delivery"
7.9,9,7,11,2278,"C","N","M-Press Delivery"
8.9,20,6,8,1117,"C","H","Fed Post"
10,8,5,8,1847,"C","N","M-Press Delivery"
5.3,9,3,8,847,"C","N","M-Press Delivery"
9.2,10,7,9,1694,"C","H","M-Press Delivery"
6.8,16,2,9,1113,"C","N","Fed Post"
9.3,12,10,10,1093,"C","H","M-Press Delivery"
6.1,8,1,13,1154,"C","N","Fed Post"
6.7,14,3,9,1821,"C","N","M-Press Delivery"
8.5,5,8,9,1276,"I","N","Fed Post"
5.2,6,2,13,1318,"C","H","Fed Post"
8.3,10,4,7,2924,"I","H","M-Press Delivery"
6.5,8,2,7,1351,"I","N","M-Press Delivery"
8.8,11,7,11,1592,"C","N","M-Press Delivery"
6.8,10,3,9,1836,"C","N","M-Press Delivery"
6.6,12,1,9,1329,"C","H","Fed Post"
9,12,4,5,1517,"I","N","M-Press Delivery"
7.6,14,2,8,1955,"C","N","Fed Post"
4.9,12,3,14,1066,"C","N","Fed Post"
7.9,9,5,8,2316,"C","H","Fed Post"
8.1,15,4,8,1323,"I","N","Fed Post"
7.5,14,6,8,1349,"I","H","M-Press Delivery"
5.7,15,3,10,1212,"C","N","M-Press Delivery"
10,16,9,6,1976,"C","N","M-Press Delivery"
7.4,8,3,10,1522,"C","N","M-Press Delivery"
8.8,12,3,7,1742,"C","N","M-Press Delivery"
9.7,14,5,4,2045,"C","N","Fed Post"
8.3,7,7,9,1268,"C","N","M-Press Delivery"
9.3,8,6,10,1798,"C","N","Fed Post"
3.7,15,2,12,1488,"C","N","M-Press Delivery"
7.4,18,4,7,1497,"C","H","Fed Post"
6.1,8,4,11,1509,"C","N","M-Press Delivery"
5.8,13,3,8,851,"I","N","M-Press Delivery"
9.3,20,3,5,2253,"C","N","Fed Post"
4.9,21,4,14,1669,"C","N","M-Press Delivery"
10.6,8,10,11,1531,"I","N","M-Press Delivery"
7.7,9,6,10,2440,"C","H","M-Press Delivery"
7.6,19,4,8,2456,"C","H","Fed Post"
8.9,11,6,6,1455,"C","H","Fed Post"
7.3,10,4,8,1471,"C","H","M-Press Delivery"
5.5,13,4,9,1759,"C","N","M-Press Delivery"
10.3,11,8,8,1338,"C","N","Fed Post"
6.4,12,3,8,2332,"C","N","Fed Post"
6.6,16,1,9,1506,"C","N","Fed Post"
7.7,12,3,9,1575,"C","N","M-Press Delivery"
7.7,14,5,6,1028,"C","N","Fed Post"
6,10,1,9,1481,"C","H","Fed Post"
8.3,12,3,10,1902,"C","N","Fed Post"
8.3,14,4,5,1833,"I","N","M-Press Delivery"
6.2,8,5,8,1625,"C","H","M-Press Delivery"
7.7,16,3,7,1320,"I","N","M-Press Delivery"
8.4,15,5,9,1098,"I","N","M-Press Delivery"
7.4,16,3,8,1454,"C","N","Fed Post"
7.5,10,3,10,1578,"I","N","M-Press Delivery"
7,12,4,12,1550,"C","N","M-Press Delivery"
5.6,19,1,12,1302,"I","N","Fed Post"
6.2,8,4,11,1565,"I","H","M-Press Delivery"
11.5,13,9,6,2059,"C","N","Fed Post"
8.1,17,7,9,1419,"C","H","Fed Post"
5.7,11,4,14,1632,"C","N","Fed Post"
8.2,11,7,10,1614,"C","N","M-Press Delivery"
6.5,12,4,11,1601,"C","N","Fed Post"
6.2,21,5,12,1423,"I","N","M-Press Delivery"
7.8,7,10,7,1466,"C","N","Fed Post"
6.7,15,3,10,1632,"C","N","Fed Post"
9.2,11,7,10,2004,"C","N","Fed Post"
8.1,18,4,7,1661,"C","N","M-Press Delivery"
7.1,16,5,8,1720,"C","N","Fed Post"
9.4,15,3,6,2088,"I","N","M-Press Delivery"
6.7,10,2,9,1082,"C","N","Fed Post"
8.4,14,6,9,2139,"C","H","M-Press Delivery"
9.3,10,5,9,2769,"C","N","Fed Post"
9.5,16,3,4,2531,"C","N","M-Press Delivery"
5.9,15,6,12,1660,"C","N","Fed Post"
8.5,16,5,10,1662,"C","N","Fed Post"
8.7,16,5,10,1879,"C","H","Fed Post"
8.6,7,4,10,2075,"C","N","Fed Post"
7.3,13,2,7,1090,"C","N","M-Press Delivery"
10.9,9,5,8,1435,"C","H","Fed Post"
6,13,0,10,2299,"C","N","Fed Post"
8.2,10,4,8,1442,"C","N","Fed Post"
4.7,21,2,12,2095,"I","N","M-Press Delivery"
7.7,21,6,8,1837,"C","N","Fed Post"
6.3,11,4,16,1472,"C","H","Fed Post"
7.5,15,1,10,916,"C","N","M-Press Delivery"
9,14,7,8,2304,"C","N","M-Press Delivery"
6.1,11,2,10,1897,"C","N","Fed Post"
6.7,9,6,12,1108,"C","N","M-Press Delivery"
9.6,11,6,6,1362,"C","N","Fed Post"
4.9,9,6,12,1396,"I","H","M-Press Delivery"
8.4,11,7,15,1924,"C","N","M-Press Delivery"
7,14,4,9,1246,"C","N","M-Press Delivery"
6.7,17,1,8,2095,"C","N","M-Press Delivery"
6.1,13,0,9,1577,"C","N","Fed Post"
7.1,13,6,7,1163,"C","N","Fed Post"
5.9,20,2,13,1213,"I","N","M-Press Delivery"
8.1,17,6,11,1518,"C","N","Fed Post"
8.7,12,3,9,2310,"I","N","M-Press Delivery"
6.5,12,1,14,1374,"C","N","Fed Post"
7.3,16,3,11,2260,"C","N","M-Press Delivery"
9,7,4,9,2234,"C","N","Fed Post"
8.2,10,6,9,831,"C","N","Fed Post"
6.7,14,1,8,2703,"C","N","Fed Post"
6.1,12,4,13,1735,"C","N","M-Press Delivery"
8.9,14,2,5,1591,"C","N","Fed Post"
7.6,14,2,6,1328,"C","N","Fed Post"
9.8,7,8,7,1865,"C","H","M-Press Delivery"
6.7,17,3,9,526,"I","H","Fed Post"
7.3,11,0,6,1695,"C","N","M-Press Delivery"
6.5,16,2,9,1880,"C","N","Fed Post"
3.5,14,3,15,2080,"C","N","Fed Post"
8.3,17,3,7,2130,"I","H","M-Press Delivery"
11.1,13,7,8,1906,"C","N","M-Press Delivery"
4,10,2,12,1046,"I","H","Fed Post"
8.9,10,6,8,1844,"C","N","M-Press Delivery"
6.6,5,2,7,2373,"C","N","M-Press Delivery"
7.5,12,3,12,1922,"I","N","Fed Post"
7.6,14,0,8,1372,"I","N","M-Press Delivery"
9,13,3,11,2202,"I","N","Fed Post"
7.8,18,2,7,876,"C","N","M-Press Delivery"
8.4,10,3,7,1790,"C","N","Fed Post"
9.4,9,6,10,1535,"I","N","Fed Post"
5.3,14,2,15,2355,"C","N","M-Press Delivery"
6.3,15,1,6,1053,"C","H","M-Press Delivery"
6.1,12,2,11,1503,"C","N","M-Press Delivery"
7.8,12,4,10,1184,"C","N","Fed Post"
8.4,14,3,6,1596,"I","N","M-Press Delivery"
9.5,13,6,4,1053,"I","N","M-Press Delivery"
8.5,12,5,7,2175,"C","H","M-Press Delivery"
9.2,12,3,6,2647,"C","H","M-Press Delivery"
10,12,5,2,2068,"C","N","M-Press Delivery"
6.3,12,2,9,1689,"C","N","M-Press Delivery"
8,21,4,8,930,"C","N","M-Press Delivery"
7.3,14,3,7,1019,"C","N","Fed Post"
5,15,3,12,2125,"C","H","M-Press Delivery"
7,17,4,8,1434,"C","H","M-Press Delivery"
7.6,14,2,6,2521,"C","N","M-Press Delivery"
4.6,11,3,10,771,"C","N","M-Press Delivery"
8.1,12,4,8,2281,"C","N","M-Press Delivery"
10.4,10,7,8,2480,"C","N","Fed Post"
10.3,17,7,5,2068,"C","N","Fed Post"
9.2,10,3,7,2413,"C","N","Fed Post"
8.1,6,5,5,2253,"I","N","M-Press Delivery"
6.5,15,3,8,2337,"C","N","Fed Post"
6.3,12,3,9,1715,"C","N","Fed Post"
8.8,6,6,5,1979,"C","N","M-Press Delivery"
7.7,13,4,6,1588,"C","N","Fed Post"
9.9,9,6,10,2443,"I","N","Fed Post"
7.5,21,4,10,1829,"C","N","M-Press Delivery"
9.2,13,6,11,2064,"C","N","Fed Post"
6.7,14,2,7,810,"C","N","Fed Post"
5.4,17,1,11,1147,"C","N","M-Press Delivery"
6.2,15,8,15,1237,"I","H","M-Press Delivery"
8.7,16,3,11,2493,"C","N","Fed Post"
7.9,14,0,4,1964,"C","N","Fed Post"
10.3,9,5,9,2185,"C","N","Fed Post"
9.2,16,5,4,1141,"C","N","Fed Post"
7,14,4,9,2272,"C","N","Fed Post"
6.6,17,6,13,1047,"C","N","Fed Post"
5.6,16,1,12,1091,"C","N","Fed Post"
8.3,11,7,12,1781,"C","N","Fed Post"
8.7,9,4,5,1980,"C","N","M-Press Delivery"
9.3,16,4,7,1584,"C","N","Fed Post"
7.7,11,3,7,1507,"C","H","Fed Post"
4.8,10,2,12,1812,"C","N","M-Press Delivery"
7.1,17,8,13,1898,"C","N","M-Press Delivery"
7.3,16,2,8,1602,"C","N","Fed Post"
8.8,17,5,8,1585,"C","N","Fed Post"
7.3,15,6,13,1608,"C","N","M-Press Delivery"
7.9,11,3,9,2442,"C","N","M-Press Delivery"
6.2,6,2,7,2252,"C","H","M-Press Delivery"
11.4,10,11,8,1593,"C","N","M-Press Delivery"
10.6,7,6,7,2047,"C","N","M-Press Delivery"
6.9,17,1,9,2679,"C","N","Fed Post"
8.6,12,8,13,2099,"C","N","M-Press Delivery"
6.7,12,4,11,2226,"C","N","Fed Post"
7.5,10,2,10,2163,"C","N","M-Press Delivery"
2.1,11,2,23,2647,"C","N","Fed Post"
6,17,2,15,2245,"C","N","Fed Post"
4.6,13,2,8,1336,"C","N","Fed Post"
9.4,16,9,10,1865,"I","N","Fed Post"
8.3,21,5,9,1078,"C","N","M-Press Delivery"
8.1,18,7,13,1443,"C","N","Fed Post"
8.8,8,7,8,1737,"C","H","M-Press Delivery"
6.2,13,2,10,2060,"C","N","M-Press Delivery"
9,10,8,8,1285,"C","N","M-Press Delivery"
6.3,8,4,10,1358,"I","N","Fed Post"
6.4,10,5,13,2334,"I","N","Fed Post"
8,15,6,8,1471,"C","H","Fed Post"
7.6,14,4,8,647,"C","N","M-Press Delivery"
5.7,12,2,14,1945,"C","N","M-Press Delivery"
8.7,15,0,3,1955,"C","N","Fed Post"
6.3,9,2,7,1848,"C","N","Fed Post"
9.8,12,5,6,1713,"C","N","Fed Post"
5.5,16,4,14,1528,"C","N","M-Press Delivery"
5.2,13,1,11,1433,"C","N","M-Press Delivery"
4.1,14,4,14,1944,"C","H","M-Press Delivery"
6.9,14,5,13,1585,"I","N","M-Press Delivery"
8,10,2,6,1282,"C","N","Fed Post"
9.7,10,3,5,1782,"C","N","Fed Post"
8.1,9,6,9,1888,"C","N","Fed Post"
5.2,19,4,13,1833,"C","N","M-Press Delivery"
3.9,14,3,14,1634,"C","H","M-Press Delivery"
7.8,12,1,8,2021,"I","N","M-Press Delivery"
6.4,7,7,14,2484,"C","H","Fed Post"
6.7,9,2,9,2454,"C","N","Fed Post"
7.3,5,5,8,1982,"C","N","Fed Post"
7,13,3,9,2278,"C","N","Fed Post"
7.4,20,5,9,1403,"I","N","Fed Post"
7.9,11,6,10,992,"C","H","M-Press Delivery"
7.2,9,3,9,2140,"C","N","Fed Post"
7.1,9,2,10,2127,"C","N","M-Press Delivery"
9.7,14,6,7,1900,"C","N","Fed Post"
5.9,15,2,13,2011,"C","H","M-Press Delivery"
6.8,13,6,9,1223,"C","N","M-Press Delivery"
8.2,10,5,13,2017,"C","N","M-Press Delivery"
7.3,9,4,8,1115,"C","N","Fed Post"
6.4,16,1,10,863,"I","N","M-Press Delivery"
8.4,16,4,11,1748,"I","H","M-Press Delivery"
6.8,8,3,9,994,"I","N","M-Press Delivery"
7.9,14,4,10,2118,"C","N","M-Press Delivery"
5.2,15,4,14,1162,"C","N","M-Press Delivery"
4.4,10,1,12,1708,"C","N","M-Press Delivery"
8.9,13,3,8,1502,"C","N","M-Press Delivery"
8.6,11,3,9,1872,"C","N","M-Press Delivery"
4.8,10,2,12,1792,"C","N","Fed Post"
6.9,9,4,8,2163,"C","N","Fed Post"
8.3,17,4,6,1302,"I","N","Fed Post"
8.6,25,5,7,1835,"I","N","Fed Post"
7.4,5,2,7,1329,"C","N","M-Press Delivery"
8.7,11,4,8,976,"C","N","M-Press Delivery"
10.9,16,5,3,847,"C","H","M-Press Delivery"
8.8,9,6,8,1332,"C","N","Fed Post"
6,15,5,13,2126,"I","N","M-Press Delivery"
6.2,10,5,12,2086,"C","N","Fed Post"
8.2,9,4,7,1960,"C","H","Fed Post"
8.3,16,3,8,825,"I","H","M-Press Delivery"
8.3,11,5,11,1836,"C","N","M-Press Delivery"
5.2,9,5,14,1281,"C","N","M-Press Delivery"
7.9,10,4,10,1114,"C","N","Fed Post"
8.8,9,7,12,1386,"C","N","M-Press Delivery"
7.1,13,4,7,1046,"C","H","Fed Post"
7.2,12,5,12,1624,"C","N","M-Press Delivery"
6.7,17,4,11,2020,"C","N","Fed Post"
7.8,16,5,5,589,"C","N","M-Press Delivery"
7.8,17,1,7,1410,"C","N","Fed Post"
5.3,15,5,15,1954,"C","N","M-Press Delivery"
5,6,2,11,1552,"C","N","Fed Post"
7.8,12,5,10,1662,"C","H","Fed Post"
6.2,14,1,8,1793,"C","N","Fed Post"
11.3,15,5,5,1984,"C","N","Fed Post"
8.2,13,2,7,1614,"C","N","Fed Post"
8.5,13,3,5,2258,"C","N","Fed Post"
4.6,11,4,12,1735,"C","N","Fed Post"
8.2,11,3,5,1156,"C","N","M-Press Delivery"
8.4,21,6,12,1248,"C","H","M-Press Delivery"
4.8,17,3,14,2172,"C","N","M-Press Delivery"
7.8,9,1,8,2189,"I","N","M-Press Delivery"
8.1,12,5,10,1737,"C","N","Fed Post"
7.8,13,2,9,1345,"C","N","Fed Post"
6.8,13,1,11,1249,"I","N","M-Press Delivery"
9.3,17,5,9,1903,"C","N","Fed Post"
6.8,15,3,6,1310,"C","N","Fed Post"
9.4,11,2,5,2206,"C","H","M-Press Delivery"
6.7,12,3,7,457,"C","H","Fed Post"
8.8,9,4,5,1273,"C","N","M-Press Delivery"
9.8,22,6,7,938,"C","H","M-Press Delivery"
10.1,13,8,6,780,"C","N","Fed Post"
6.3,21,4,7,988,"C","N","M-Press Delivery"
9.5,12,5,6,1811,"C","N","M-Press Delivery"
6.7,5,3,11,1691,"C","N","Fed Post"
10.1,8,6,9,1989,"C","N","Fed Post"
7,17,3,11,1403,"C","N","M-Press Delivery"
10.1,7,6,7,1457,"C","H","M-Press Delivery"
8.2,19,5,9,1384,"C","N","Fed Post"
6.9,15,3,9,2261,"I","N","M-Press Delivery"
9.7,19,6,3,1609,"C","H","Fed Post"
11,10,7,5,1651,"C","N","M-Press Delivery"
8,8,5,9,927,"C","N","Fed Post"
7.4,15,4,8,1701,"I","N","Fed Post"
6.4,16,1,19,1642,"C","N","M-Press Delivery"
6.7,28,2,9,1739,"C","N","Fed Post"
6.9,10,4,10,1157,"C","N","M-Press Delivery"
7,17,3,6,1821,"C","N","Fed Post"
6.8,12,8,8,2165,"C","N","Fed Post"
8.6,10,5,8,1778,"C","N","M-Press Delivery"
7.3,9,7,12,1124,"C","N","Fed Post"
9.5,14,7,3,1302,"C","H","Fed Post"
5.7,13,3,19,787,"I","N","Fed Post"
5.9,15,3,9,1115,"C","N","Fed Post"
7.8,11,5,12,1701,"C","N","M-Press Delivery"
6.6,16,4,9,1902,"C","N","Fed Post"
6.1,23,1,10,1170,"C","N","Fed Post"
8.1,13,3,11,1562,"C","N","M-Press Delivery"
6.4,17,2,10,1623,"C","N","M-Press Delivery"
9.4,14,5,8,1575,"C","N","Fed Post"
9.3,15,4,6,2067,"C","N","M-Press Delivery"
9.8,23,9,11,2142,"C","N","M-Press Delivery"
6.7,9,3,8,1939,"C","N","M-Press Delivery"
9.1,26,5,12,1053,"C","N","Fed Post"
7.7,9,4,10,1821,"C","N","Fed Post"
9.7,15,5,3,1199,"C","N","M-Press Delivery"
7.9,12,6,8,672,"C","N","Fed Post"
5.5,13,1,7,597,"C","N","M-Press Delivery"
8.5,12,6,10,2306,"C","H","Fed Post"
8.6,18,7,9,1716,"C","N","M-Press Delivery"
5.6,8,5,10,1377,"C","H","Fed Post"
7.2,18,2,10,1179,"C","N","M-Press Delivery"
6.1,10,1,9,2375,"C","N","Fed Post"
5.8,14,5,19,1986,"C","N","M-Press Delivery"
7.1,12,1,10,1891,"I","H","M-Press Delivery"
7.2,14,5,13,1670,"C","N","M-Press Delivery"
6.6,15,8,13,2127,"I","N","Fed Post"
9.2,17,7,8,1147,"C","N","M-Press Delivery"
8.6,13,4,6,1390,"C","N","M-Press Delivery"
6.5,14,2,11,1679,"I","H","M-Press Delivery"
5,8,3,10,1849,"I","N","Fed Post"
5.9,10,2,15,1435,"C","H","Fed Post"
8.6,16,3,4,1085,"C","N","M-Press Delivery"
9.3,11,3,4,1459,"C","N","Fed Post"
7.6,8,3,7,1701,"C","N","M-Press Delivery"
7.6,9,3,9,2461,"C","H","Fed Post"
10,11,4,7,2526,"C","N","Fed Post"
8.3,11,2,12,1774,"I","N","M-Press Delivery"
7,14,4,13,1955,"C","N","Fed Post"
9.7,8,5,8,2424,"C","N","Fed Post"
6.7,13,6,11,1472,"C","N","M-Press Delivery"
8.2,17,4,14,1442,"C","N","Fed Post"
7.2,14,4,9,1315,"C","N","M-Press Delivery"
8.6,12,3,4,1309,"C","H","M-Press Delivery"
9.2,14,5,4,2036,"C","H","M-Press Delivery"
6.4,7,4,10,1400,"C","H","Fed Post"
9.9,12,5,8,1409,"C","N","M-Press Delivery"
10.3,12,5,8,1339,"C","N","M-Press Delivery"
8.3,18,2,4,1636,"I","N","Fed Post"
4.3,17,2,12,1748,"C","N","Fed Post"
5.2,19,5,16,1920,"C","H","M-Press Delivery"
8.5,12,7,9,1085,"I","N","M-Press Delivery"
10.2,19,4,5,2191,"C","N","M-Press Delivery"
6.5,16,3,13,1624,"C","N","Fed Post"
7.5,8,2,9,1837,"C","H","M-Press Delivery"
7.6,20,2,6,1887,"C","N","Fed Post"
10.1,16,8,9,1314,"I","N","Fed Post"
8.5,10,2,5,2169,"C","N","M-Press Delivery"
6.1,10,4,16,2404,"I","N","Fed Post"
7.9,9,2,8,2157,"C","N","M-Press Delivery"
8.4,13,6,5,1095,"C","H","Fed Post"
7.9,10,4,6,1408,"I","N","M-Press Delivery"
6.7,14,2,9,1886,"C","N","Fed Post"
6.6,14,5,15,1508,"C","N","M-Press Delivery"
6.9,16,3,12,1421,"C","N","M-Press Delivery"
6.7,11,5,8,1789,"C","N","Fed Post"
10,9,6,5,1718,"C","H","Fed Post"
7.6,12,5,10,1430,"C","N","Fed Post"
5.6,3,2,11,1424,"I","N","Fed Post"
9.6,13,6,6,1683,"C","N","M-Press Delivery"
9.6,13,4,6,2034,"C","N","M-Press Delivery"
5.5,6,1,12,1375,"C","N","Fed Post"
10.3,18,4,5,1977,"C","N","M-Press Delivery"
8.5,19,6,6,1346,"C","N","Fed Post"
9.2,9,9,6,1737,"C","N","M-Press Delivery"
9,8,5,9,1537,"C","N","M-Press Delivery"
7.6,13,4,8,2427,"C","H","Fed Post"
6.4,14,4,15,1941,"C","N","M-Press Delivery"
7.3,7,4,9,2061,"I","N","M-Press Delivery"
8.6,6,4,10,2332,"C","N","Fed Post"
8.4,12,2,9,2399,"C","N","Fed Post"
8.2,10,3,8,1634,"C","N","Fed Post"
3.9,12,1,16,2284,"C","N","Fed Post"
7.8,10,5,11,2286,"C","H","Fed Post"
5.5,15,1,8,1772,"I","N","Fed Post"
7.4,13,3,7,1541,"C","H","M-Press Delivery"
